date,avg_pr,stage_height
17-Jul-30,0.140877699,6.00612853
18-Jul-30,0.196766998,3.698096032
19-Jul-30,0.188525304,3.737546464
20-Jul-30,0.228897535,5.761568943
21-Jul-30,0.223212189,4.341
22-Jul-30,0.212416007,4.959280995
23-Jul-30,0.14058494,6.361891079
24-Jul-30,0.147322633,4.617221401
25-Jul-30,0.123012346,5.50814525
26-Jul-30,0.098970195,5.198783333
27-Jul-30,0.129400679,4.341061291
28-Jul-30,0.149780398,4.250161905
29-Jul-30,0.176811343,5.676217979
30-Jul-30,0.138055118,5.237063095
31-Jul-30,0.076829046,5.795405495
1-Aug-30,0.101907969,6.414209233
2-Aug-30,0.066430751,5.774313249
3-Aug-30,0.023411685,5.2527693
4-Aug-30,0.075284151,5.099833333
5-Aug-30,0.077379842,6.493469228
6-Aug-30,0.118083138,6.067
7-Aug-30,0.274193518,5.285648823
8-Aug-30,0.126306159,6.369395635
9-Aug-30,0.075866813,5.045833333
10-Aug-30,0.088337957,5.618405867
11-Aug-30,0.067935124,4.085
12-Aug-30,0.081150039,4.916001984
13-Aug-30,0.207666023,5.571
14-Aug-30,0.076526946,5.188768001
15-Aug-30,0.07067948,5.396145238
16-Aug-30,0.176507139,5.676217979
17-Aug-30,0.350835652,5.620405952
18-Aug-30,0.105024694,5.468645229
19-Aug-30,0.136159813,5.589980556
20-Aug-30,0.096028335,5.674673413
21-Aug-30,0.099360507,5.198783333
22-Aug-30,0.163702476,3.783412013
23-Aug-30,0.07142725,5.406945238
24-Aug-30,0.274191815,5.285648823
25-Aug-30,0.178195449,3.713142857
26-Aug-30,0.079130285,6.653203463
27-Aug-30,0.122058259,5.917521421
28-Aug-30,0.065542365,5.558895238
29-Aug-30,0.081543413,4.917251984
30-Aug-30,0.050389571,4.906333333
31-Aug-30,0.05536766,5.696
1-Sep-30,0.058983107,5.91
2-Sep-30,0.060779271,5.967
3-Sep-30,0.069119671,4.431871429
4-Sep-30,0.405442516,5.955607143
5-Sep-30,0.074039847,5.378272192
6-Sep-30,0.058025467,5.91
7-Sep-30,0.055289218,5.696
8-Sep-30,0.022567676,6.572779175
9-Sep-30,0.065906297,5.537438095
10-Sep-30,0.064598367,6.566712302
11-Sep-30,0.054188338,5.775
12-Sep-30,0.045499334,5.591009787
13-Sep-30,0.076020532,4.913633333
14-Sep-30,0.024725925,5.318858333
15-Sep-30,0.379593855,4.2329
16-Sep-30,0.092271539,5.76321558
17-Sep-30,0.021084966,6.211702381
18-Sep-30,0.021683463,5.433108095
19-Sep-30,0.072954543,6.037533333
20-Sep-30,0.048088546,6.553334091
21-Sep-30,0.044366389,6.446651481
22-Sep-30,0.04299457,5.493
23-Sep-30,0.02985343,6.183283448
24-Sep-30,0.040344969,4.430007287
25-Sep-30,0.098678881,5.198783333
26-Sep-30,0.00613558,6.676929762
27-Sep-30,0.132166259,5.913100294
28-Sep-30,0.799793473,4.814
29-Sep-30,0.119677481,5.735640476
30-Sep-30,0.110073066,6.38995119
1-Oct-30,0.076427393,5.188768001
2-Oct-30,0.108267241,6.236750412
3-Oct-30,2.965840129,4.142952381
4-Oct-30,0.19379614,3.874815729
5-Oct-30,0.095127375,5.6107
6-Oct-30,0.248709811,5.687
7-Oct-30,1.272455029,6.085504365
8-Oct-30,1.03932094,6.001486905
9-Oct-30,3.535515907,6.5665
10-Oct-30,3.205622871,6.182
11-Oct-30,0.301480369,4.0923
12-Oct-30,0.442851558,4.807
13-Oct-30,0.085202532,5.667901587
14-Oct-30,0.126435541,6.369395635
15-Oct-30,0.595255455,4.294
16-Oct-30,1.515479998,4.56125
17-Oct-30,1.474441804,4.363
18-Oct-30,1.402526882,6.1771
19-Oct-30,0.404043669,4.968857143
20-Oct-30,0.661999648,5.186
21-Oct-30,1.270695646,5.57544026
22-Oct-30,0.33959025,3.5465
23-Oct-30,0.00482899,5.759124603
24-Oct-30,0.419603114,4.551666667
25-Oct-30,0.347393208,5.620405952
26-Oct-30,0.246948057,5.143
27-Oct-30,1.659214988,4.140075
28-Oct-30,0.060093906,6.085
29-Oct-30,0.206200411,5.687
30-Oct-30,0.999900377,5.628511905
31-Oct-30,0.61961118,4.976141667
1-Nov-30,0.537196944,6.515028657
2-Nov-30,0.001586473,5.907572915
3-Nov-30,0.01168587,4.89975
4-Nov-30,0.317545775,4.439
5-Nov-30,0.349016906,5.620405952
6-Nov-30,0.199275187,3.85
7-Nov-30,1.246266738,5.171647619
8-Nov-30,0.528087278,5.416316667
9-Nov-30,1.9382459,6.118927778
10-Nov-30,0.938033936,4.518
11-Nov-30,1.543312865,3.938755556
12-Nov-30,1.009423465,4.939672194
13-Nov-30,0.022253157,6.572779175
14-Nov-30,0.246031624,5.675
15-Nov-30,0.350055244,5.620405952
16-Nov-30,0.608090116,4.690516857
17-Nov-30,0.639964914,5.915895238
18-Nov-30,2.120411011,4.425
19-Nov-30,1.361900128,4.519166667
20-Nov-30,1.565815812,4.556
21-Nov-30,2.220819923,6.023633333
22-Nov-30,0.442183291,3.6
23-Nov-30,0.520155008,5.143035317
24-Nov-30,0.448268391,5.195544444
25-Nov-30,0.363230851,5.374
26-Nov-30,0.335246774,6.127541735
27-Nov-30,0.539464728,6.320895238
28-Nov-30,0.762584911,5.487666667
29-Nov-30,0.450349193,4.622866667
30-Nov-30,0.623017621,4.254012404
1-Dec-30,0.417189372,4.607666667
2-Dec-30,1.092820741,5.596
3-Dec-30,1.712391458,4.72275
4-Dec-30,0.879782196,4.212314286
5-Dec-30,0.746542979,5.087
6-Dec-30,1.215994989,5.940921265
7-Dec-30,1.487001321,4.558
8-Dec-30,1.567349103,4.548
9-Dec-30,0.329824217,5.394
10-Dec-30,0.936303376,5.148
11-Dec-30,0.78331307,4.682378066
12-Dec-30,1.848987208,5.244602381
13-Dec-30,2.473003536,5.547559524
14-Dec-30,1.794379304,5.493
15-Dec-30,1.977631377,5.777959524
16-Dec-30,1.117648291,6.373366667
17-Dec-30,0.868720283,4.171924349
18-Dec-30,1.72544031,4.621
19-Dec-30,1.481391501,4.807
20-Dec-30,0.846004233,5.238816667
21-Dec-30,0.441553881,3.6
22-Dec-30,0.698268207,4.087766667
23-Dec-30,0.58831401,5.11348741
24-Dec-30,1.407309035,5.453816667
25-Dec-30,2.407421442,5.041
26-Dec-30,0.766048403,5.020616667
27-Dec-30,1.038648694,4.416679762
28-Dec-30,1.42307843,4.765247819
29-Dec-30,1.388238364,5.782
30-Dec-30,2.217465288,5.589633333
31-Dec-30,2.299634999,6.943169048
1-Jan-31,1.792121301,5.0279
2-Jan-31,2.262613347,3.518063492
3-Jan-31,1.84339394,4.534594841
4-Jan-31,1.991951343,4.996
5-Jan-31,1.283249719,5.410633333
6-Jan-31,3.516361497,6.184416667
7-Jan-31,2.497359152,5.59747619
8-Jan-31,3.264436247,4.987027381
9-Jan-31,2.982327999,4.617783333
10-Jan-31,2.756484157,5.760583333
11-Jan-31,1.440087011,5.245
12-Jan-31,1.782420807,7.13
13-Jan-31,1.843288633,4.534594841
14-Jan-31,2.163046862,5.792759524
15-Jan-31,3.036501761,5.077333333
16-Jan-31,2.142399011,5.320333333
17-Jan-31,2.46164884,5.314
18-Jan-31,2.002286675,5.21
19-Jan-31,3.310943736,4.369992857
20-Jan-31,3.29703919,8.43055
21-Jan-31,2.323896168,4.802
22-Jan-31,0.501274407,4.872
23-Jan-31,2.2616213,4.404872258
24-Jan-31,1.015839548,5.532
25-Jan-31,2.729752553,4.619966667
26-Jan-31,4.106686501,5.291
27-Jan-31,1.489841622,5.036
28-Jan-31,2.235717486,4.46
29-Jan-31,2.63959214,6.189364286
30-Jan-31,1.007980778,6.068646432
31-Jan-31,1.364387799,4.519166667
1-Feb-31,0.410760302,5.510911905
2-Feb-31,1.526415398,6.028971429
3-Feb-31,0.937477065,5.148
4-Feb-31,1.049569411,5.298558333
5-Feb-31,1.589173212,5.22025
6-Feb-31,0.905665218,4.865059524
7-Feb-31,2.799077135,5.317323846
8-Feb-31,1.786007717,5.348
9-Feb-31,1.361125822,4.519166667
10-Feb-31,1.472104146,4.023
11-Feb-31,2.769230971,6.266
12-Feb-31,3.059539078,5.29089697
13-Feb-31,0.906703056,4.865059524
14-Feb-31,0.646363647,3.5
15-Feb-31,2.001225393,4.832
16-Feb-31,2.642712857,6.241697619
17-Feb-31,2.394087141,4.454
18-Feb-31,2.941886812,4.863428571
19-Feb-31,2.495312645,7.242211905
20-Feb-31,1.555173835,3.946880952
21-Feb-31,2.099295639,4.771675
22-Feb-31,1.519767079,4.7538
23-Feb-31,1.424816315,5.753171701
24-Feb-31,1.607997697,4.43517904
25-Feb-31,1.076909289,4.787845238
26-Feb-31,1.511006031,5.046680592
27-Feb-31,2.318277404,4.574
28-Feb-31,1.945611052,6.055142857
1-Mar-31,3.213175512,6.126
2-Mar-31,3.375270892,5.411
3-Mar-31,1.005936169,6.068646432
4-Mar-31,0.42863369,5.571894786
5-Mar-31,1.137815057,3.636794048
6-Mar-31,2.563095495,5.2925
7-Mar-31,0.647056613,3.5
8-Mar-31,0.519982447,5.143035317
9-Mar-31,1.032358605,4.919666667
10-Mar-31,2.753573545,5.490583333
11-Mar-31,2.242557602,4.572
12-Mar-31,1.860182011,5.081166667
13-Mar-31,0.894644084,4.7053
14-Mar-31,2.15737725,5.801759524
15-Mar-31,1.74873253,4.169366667
16-Mar-31,1.337746028,5.071928571
17-Mar-31,0.638894109,5.306691667
18-Mar-31,2.506637026,4.571402778
19-Mar-31,2.090740496,5.537968584
20-Mar-31,0.902980455,5.087957995
21-Mar-31,3.280175571,6.185
22-Mar-31,1.617173235,4.870233333
23-Mar-31,4.040256539,5.486
24-Mar-31,1.28753372,5.423738095
25-Mar-31,4.428827459,7.476
26-Mar-31,1.636058786,3.969
27-Mar-31,1.147500689,5.176
28-Mar-31,1.45062193,5.06
29-Mar-31,1.338853859,5.071928571
30-Mar-31,0.570663361,5.723039773
31-Mar-31,0.540190412,4.081966667
1-Apr-31,1.682658092,5.287
2-Apr-31,0.298533648,4.630483333
3-Apr-31,0.858144337,5.325
4-Apr-31,0.307989985,5.229020746
5-Apr-31,1.207095682,3.820792857
6-Apr-31,0.647536557,3.5
7-Apr-31,1.714660336,4.9911
8-Apr-31,0.486612722,4.804
9-Apr-31,0.516004073,6.109
10-Apr-31,0.178177882,3.713142857
11-Apr-31,0.059638624,6.057
12-Apr-31,0.034285705,5.743142857
13-Apr-31,0.150496562,4.157
14-Apr-31,0.258382697,4.912695238
15-Apr-31,0.522057308,4.962330952
16-Apr-31,0.559748016,4.529930094
17-Apr-31,0.981081547,4.212
18-Apr-31,0.678310812,4.854416667
19-Apr-31,0.613636667,4.504315945
20-Apr-31,0.14043705,6.361891079
21-Apr-31,0.867824665,4.171924349
22-Apr-31,1.042304008,6.001486905
23-Apr-31,0.388368123,4.157866667
24-Apr-31,0.083284061,5.551066667
25-Apr-31,0.131795765,5.913100294
26-Apr-31,0.12108255,5.585796429
27-Apr-31,0.49834392,5.587666667
28-Apr-31,1.43392164,5.127
29-Apr-31,0.535034633,6.255285714
30-Apr-31,0.602762486,5.285476934
1-May-31,0.689053984,4.799107395
2-May-31,1.017418486,5.532
3-May-31,0.061747871,4.429
4-May-31,0.407076797,6.098230952
5-May-31,0.176862419,5.666551313
6-May-31,0.068241429,4.4671
7-May-31,0.722831089,5.137166667
8-May-31,0.01330615,5.862417063
9-May-31,0.007513255,6.197545474
10-May-31,0.135916556,5.589980556
11-May-31,0.008617183,5.725692136
12-May-31,0.106717564,4.927893651
13-May-31,0.016470812,5.686103327
14-May-31,0.245537121,5.723
15-May-31,0.082458618,5.5506
16-May-31,0.085192977,5.667901587
17-May-31,0.034644926,5.590442295
18-May-31,0.04367676,6.018
19-May-31,0.695333422,4.805766667
20-May-31,0.329940281,5.674
21-May-31,0.142154322,3.888233333
22-May-31,0.806267241,4.773
23-May-31,0.410039312,5.510911905
24-May-31,0.049835123,3.709333333
25-May-31,0.056669571,5.774
26-May-31,0.610695372,4.839554769
27-May-31,0.248426537,5.687
28-May-31,0.32313903,4.668679834
29-May-31,0.127229514,4.501717485
30-May-31,0.180439846,4.089135714
31-May-31,0.048609855,6.655398377
1-Jun-31,0.075741942,5.085833333
2-Jun-31,0.08891247,5.603490476
3-Jun-31,0.101325082,6.294516667
4-Jun-31,0.104665753,6.414209233
5-Jun-31,0.271321387,3.686619048
6-Jun-31,0.398768371,3.6205
7-Jun-31,0.010155396,5.719866667
8-Jun-31,0.01550688,4.969419153
9-Jun-31,0.049724342,3.709333333
10-Jun-31,0.132834262,6.03175469
11-Jun-31,2.611346381,4.4935
12-Jun-31,0.035717381,6.432983333
13-Jun-31,0.123318073,4.991640476
14-Jun-31,0.067453424,5.518389096
15-Jun-31,0.046759682,5.07286015
16-Jun-31,0.075067181,5.6729
17-Jun-31,0.068115147,4.085
18-Jun-31,0.630793303,4.379628571
19-Jun-31,0.355313973,5.812048878
20-Jun-31,0.074688001,5.378272192
21-Jun-31,0.054231833,5.775
22-Jun-31,0.054826251,5.664
23-Jun-31,0.021798239,5.433108095
24-Jun-31,0.024060083,5.2527693
25-Jun-31,0.182864983,4.820317857
26-Jun-31,0.077147829,6.493469228
27-Jun-31,0.086412966,4.648486869
28-Jun-31,0.055117617,5.664
29-Jun-31,0.037825521,6.687529762
30-Jun-31,0.213307669,4.959280995
1-Jul-31,0.278480494,5.693316667
2-Jul-31,0.862046315,5.616
3-Jul-31,0.148006559,5.906067915
4-Jul-31,0.175759478,5.676217979
5-Jul-31,0.15762422,4.845
6-Jul-31,0.193408514,3.874815729
7-Jul-31,0.255083274,4.892961905
8-Jul-31,0.263931166,5.453494907
9-Jul-31,0.215886863,5.267955145
10-Jul-31,1.046114132,4.859154545
11-Jul-31,0.201036366,3.97
12-Jul-31,0.189354219,3.737546464
13-Jul-31,0.23126541,5.407836487
14-Jul-31,0.251356684,3.5
15-Jul-31,0.134063182,5.464485714
16-Jul-31,0.134042186,5.464485714
17-Jul-31,0.16355484,3.783412013
18-Jul-31,0.153382387,5.810016667
19-Jul-31,0.160807766,4.139038889
20-Jul-31,0.200782182,3.97
21-Jul-31,0.194000246,3.874815729
22-Jul-31,0.165209428,5.151781313
23-Jul-31,0.170126084,4.206
24-Jul-31,0.156001417,6.283704762
25-Jul-31,0.096438411,6.511966667
26-Jul-31,0.101311386,6.294516667
27-Jul-31,0.139046887,5.241716772
28-Jul-31,0.153265051,5.594333333
29-Jul-31,0.136312824,5.589980556
30-Jul-31,0.106095868,4.933988889
31-Jul-31,0.08424336,4.781333333
1-Aug-31,0.140062447,6.361891079
2-Aug-31,0.141234556,6.00612853
3-Aug-31,0.091419486,5.455777778
4-Aug-31,0.07391184,5.373367857
5-Aug-31,0.070225917,6.038559524
6-Aug-31,0.146681746,4.617221401
7-Aug-31,0.111182719,6.39895119
8-Aug-31,0.084286319,4.781333333
9-Aug-31,0.064758544,6.562212302
10-Aug-31,0.086636091,4.648486869
11-Aug-31,0.092619882,5.76321558
12-Aug-31,0.101966825,6.414209233
13-Aug-31,0.102562829,6.414209233
14-Aug-31,0.105628585,5.468645229
15-Aug-31,0.074789625,5.911418937
16-Aug-31,0.092224618,5.76321558
17-Aug-31,0.060678482,5.967
18-Aug-31,0.07929548,6.675828463
19-Aug-31,0.063134484,5.768120191
20-Aug-31,0.050831012,5.4605
21-Aug-31,0.061796033,3.935
22-Aug-31,0.117634067,6.067
23-Aug-31,0.044335285,6.446651481
24-Aug-31,0.068215625,4.4671
25-Aug-31,0.058777724,5.91
26-Aug-31,0.070127026,6.038559524
27-Aug-31,0.086841835,5.95122178
28-Aug-31,0.362232464,5.151
29-Aug-31,0.057309219,5.658
30-Aug-31,0.050800611,5.4605
31-Aug-31,0.052107854,5.5715
1-Sep-31,0.066054692,5.515616667
2-Sep-31,0.036207118,5.8452
3-Sep-31,0.036198082,5.8452
4-Sep-31,0.059959846,6.293
5-Sep-31,0.071523529,5.406945238
6-Sep-31,0.053506434,5.74
7-Sep-31,0.122239281,5.385809874
8-Sep-31,0.287939472,5.624930952
9-Sep-31,0.06951089,4.49177619
10-Sep-31,0.068377329,4.644228571
11-Sep-31,0.053602607,5.74
12-Sep-31,0.080595685,5.557886905
13-Sep-31,0.020170604,4.726240041
14-Sep-31,0.017381104,5.454385155
15-Sep-31,0.057808427,5.658
16-Sep-31,0.010600699,5.8346
17-Sep-31,0.081052913,5.538386905
18-Sep-31,0.121519809,5.998580952
19-Sep-31,0.029038055,4.965702814
20-Sep-31,0.054043185,5.775
21-Sep-31,0.124342689,5.03922381
22-Sep-31,0.030933496,5.365595238
23-Sep-31,0.160046466,5.376727388
24-Sep-31,0.046105796,5.07286015
25-Sep-31,0.285978906,5.073418182
26-Sep-31,0.417047352,4.607666667
27-Sep-31,0.230576067,5.407836487
28-Sep-31,0.010893944,5.7576
29-Sep-31,0.177126962,5.666551313
30-Sep-31,0.163636489,3.783412013
1-Oct-31,0.255865997,4.891961905
2-Oct-31,0.015860144,4.969419153
3-Oct-31,0.027735436,4.515354811
4-Oct-31,0.027138364,5.680801023
5-Oct-31,0.162172322,5.67154246
6-Oct-31,0.716484148,5.545
7-Oct-31,0.072445229,6.037533333
8-Oct-31,0.368381251,5.922
9-Oct-31,0.505414818,4.745916667
10-Oct-31,0.084048397,4.780333333
11-Oct-31,0.077050408,5.795405495
12-Oct-31,0.070887088,5.396145238
13-Oct-31,0.222352081,4.341
14-Oct-31,0.943640881,4.977
15-Oct-31,0.908023255,4.366883333
16-Oct-31,0.168206867,5.632
17-Oct-31,0.001601705,5.907572915
18-Oct-31,0.00338565,5.782929829
19-Oct-31,0.021256724,4.385497619
20-Oct-31,0.00085347,5.530035195
21-Oct-31,0.240675423,5.813
22-Oct-31,0.001670151,5.907572915
23-Oct-31,0.036249208,5.8452
24-Oct-31,0.124661753,5.03922381
25-Oct-31,0.696298062,4.087766667
26-Oct-31,0.558554103,4.529930094
27-Oct-31,0.239946826,5.298
28-Oct-31,0.229543269,5.761568943
29-Oct-31,1.313532426,4.706616811
30-Oct-31,0.743199276,4.720466667
31-Oct-31,0.978683429,5.1267
1-Nov-31,0.775179315,5.506
2-Nov-31,0.198448728,3.834666667
3-Nov-31,0.115563551,5.956413794
4-Nov-31,0.907506308,4.366883333
5-Nov-31,0.572297902,4.0721
6-Nov-31,0.35849963,3.780158081
7-Nov-31,1.130918913,3.512333333
8-Nov-31,2.556526026,4.859
9-Nov-31,1.092856988,5.596
10-Nov-31,0.786262293,4.655311219
11-Nov-31,2.099627447,4.771675
12-Nov-31,2.153423064,5.776571429
13-Nov-31,2.925672167,4.572
14-Nov-31,1.664752616,4.026383333
15-Nov-31,1.387202011,5.934
16-Nov-31,1.687508851,5.951
17-Nov-31,1.688132423,5.951
18-Nov-31,1.126853602,3.751
19-Nov-31,2.805777179,5.525758333
20-Nov-31,1.71716227,4.9871
21-Nov-31,2.097041793,5.580688889
22-Nov-31,0.904852498,5.087957995
23-Nov-31,0.230213407,5.407836487
24-Nov-31,0.284948477,3.897293182
25-Nov-31,1.511423452,5.586608569
26-Nov-31,1.898806506,5.572637168
27-Nov-31,0.918996694,5.939
28-Nov-31,2.358370527,4.85889987
29-Nov-31,1.619112632,5.21875
30-Nov-31,1.163210618,4.806
1-Dec-31,0.305547455,4.832707254
2-Dec-31,0.280281423,5.7304
3-Dec-31,1.486141077,4.6
4-Dec-31,0.620968166,4.653957937
5-Dec-31,1.112589457,3.837333333
6-Dec-31,2.824164567,5.064
7-Dec-31,4.116636109,4.8044
8-Dec-31,2.280463174,5.377492063
9-Dec-31,1.576173901,5.555433333
10-Dec-31,1.298464568,6.859753782
11-Dec-31,0.824392827,5.772
12-Dec-31,0.66496918,5.112952381
13-Dec-31,1.590966165,5.509416667
14-Dec-31,1.253222693,5.358416667
15-Dec-31,0.753118959,5.725125
16-Dec-31,1.300826357,5.522180952
17-Dec-31,2.064507147,5.167459524
18-Dec-31,3.993751408,4.968
19-Dec-31,1.451205591,5.075
20-Dec-31,0.409250816,5.487833333
21-Dec-31,0.96950345,4.96495
22-Dec-31,2.109455338,4.764333333
23-Dec-31,1.923384392,4.805761905
24-Dec-31,1.783820501,5.947
25-Dec-31,0.761772772,6.042366667
26-Dec-31,0.812108919,5.420401885
27-Dec-31,1.172694301,4.465
28-Dec-31,1.233375316,5.374
